m,c1,c2,Distance
7.71,7.89,-9.35,17.24
1.83,8.98,1.53,7.45
-3.34,-0.02,4.28,4.3
0.45,-1.45,-5.67,4.22
-6.5,-3.76,3.77,7.529999999999999
-8.98,-7.38,9.5,16.88
1.14,2.3,-2.59,4.89
-2.93,-7.03,8.83,15.86
-3.76,8.7,4.97,3.7299999999999995
-7.64,3.22,-2.5,5.720000000000001
-6.63,5.38,4.82,0.5599999999999996
7.43,-0.64,-4.24,3.6
6.97,7.85,-2.38,10.23
0.95,9.46,-2.96,12.420000000000002
2.6,-5.78,-6.86,1.08
-0.14,-2.17,-7.3,5.13
6.65,-8.09,-6.27,1.8200000000000003
-9.87,7.95,3.04,4.91
6.12,7.93,0.02,7.91
2.47,8.53,8.29,0.2400000000000002
-2.7,-7.01,7.84,14.85
-0.79,5.21,1.58,3.63
2.46,-5.14,-8.9,3.7600000000000007
0.9,-5.83,0.9,6.73
9.17,0.17,7.88,7.71
9.97,7.99,6.9,1.0899999999999999
5.58,0.12,-0.94,1.06
-7.88,-5.36,2.14,7.5
-5.77,9.73,2.55,7.180000000000001
-2.22,8.73,-8.22,16.950000000000003
-4.02,1.06,3.01,1.9499999999999997
-5.93,6.1,1.87,4.2299999999999995
-5.17,6.46,-4.09,10.55
8.43,-1.83,-3.0,1.17
9.03,-1.07,-9.1,8.03
-1.39,-3.76,9.39,13.15
6.31,1.08,3.49,2.41
-5.49,-3.08,-4.02,0.9399999999999995
-4.53,-5.69,-3.97,1.7200000000000002
-0.75,-5.03,2.03,7.0600000000000005
4.02,7.51,8.42,0.9100000000000001
-4.03,-0.86,-4.14,3.28
4.99,2.04,4.57,2.5300000000000002
7.43,-9.5,2.32,11.82
-0.45,9.97,-6.83,16.8
-9.57,7.91,5.16,2.75
8.32,-7.77,6.92,14.69
1.37,-9.05,3.77,12.82
2.23,8.93,-3.76,12.69
-9.83,2.34,7.34,5.0
-9.5,1.75,1.92,0.16999999999999993
3.36,8.26,4.1,4.16
-6.07,5.16,-5.43,10.59
-8.46,4.79,-2.46,7.25
2.03,-2.17,-1.93,0.24
5.99,9.98,-1.61,11.59
4.42,-8.21,-3.4,4.8100000000000005
-3.28,3.56,2.95,0.6099999999999999
-1.53,-4.36,7.72,12.08
-8.74,-5.69,-3.04,2.6500000000000004
6.38,2.49,-9.77,12.26
8.54,-8.47,8.13,16.6
-0.41,9.92,-7.72,17.64
-6.96,-1.37,5.76,7.13
3.87,7.91,9.45,1.5399999999999991
-5.65,7.65,6.53,1.12
-6.39,-5.3,8.85,14.149999999999999
-9.15,1.9,-7.9,9.8
-4.98,7.63,-5.29,12.92
-2.73,-7.52,-0.19,7.329999999999999
-1.16,1.7,-5.88,7.58
8.26,0.69,7.89,7.199999999999999
5.11,-4.98,-8.0,3.0199999999999996
-3.68,-0.97,6.37,7.34
1.34,-9.54,8.33,17.869999999999997
-1.69,7.41,-2.23,9.64
-3.07,1.17,7.06,5.89
-3.64,-9.17,-5.05,4.12
3.83,6.32,-4.65,10.97
-2.18,5.41,4.94,0.46999999999999975
6.25,-9.42,9.2,18.619999999999997
-0.77,8.02,-5.72,13.739999999999998
-6.49,-7.67,7.32,14.99
-9.29,1.93,-4.4,6.33
-9.1,-4.97,5.06,10.03
9.56,-4.38,8.96,13.34
8.33,1.05,-1.39,2.44
-6.69,-7.09,0.79,7.88
0.89,9.15,-3.04,12.190000000000001
6.06,9.25,6.05,3.2
5.64,3.53,0.23,3.3
1.86,7.91,2.16,5.75
-7.9,-7.59,8.74,16.33
1.73,-1.72,5.68,7.3999999999999995
-8.51,-7.81,-3.02,4.789999999999999
-2.38,0.48,-0.97,1.45
8.7,0.71,-1.72,2.4299999999999997
0.27,7.67,2.78,4.890000000000001
0.34,7.39,6.51,0.8799999999999999
9.83,8.11,1.2,6.909999999999999
7.93,-3.87,6.02,9.89
9.66,4.3,-6.44,10.74
3.55,3.38,6.46,3.08
3.36,-0.35,4.19,4.54
-3.56,3.7,-6.41,10.11
-6.93,5.8,8.18,2.38
3.97,7.6,9.25,1.6500000000000004
-8.91,-0.23,-3.83,3.6
3.23,7.61,2.64,4.970000000000001
-7.42,7.69,5.45,2.24
-3.03,-8.24,5.27,13.51
0.13,1.19,-8.44,9.629999999999999
-4.77,-2.81,9.57,12.38
1.32,3.68,-2.97,6.65
-1.25,-6.09,-7.08,0.9900000000000002
2.14,-9.52,1.56,11.08
-8.36,5.47,4.88,0.5899999999999999
4.48,-7.99,-8.61,0.6199999999999992
1.89,-7.68,-9.29,1.6099999999999994
7.67,-8.64,5.91,14.55
-2.12,-6.01,-3.91,2.0999999999999996
-6.38,-6.07,8.54,14.61
-4.87,0.89,-2.88,3.77
-0.29,-8.81,1.2,10.01
-0.42,-4.59,2.98,7.57
7.62,-8.54,1.03,9.569999999999999
-9.4,-8.17,9.72,17.89
-8.56,-0.84,2.85,3.69
-1.85,4.84,0.56,4.279999999999999
-6.04,-2.29,9.87,12.16
6.77,7.3,-0.41,7.71
5.52,6.11,-2.16,8.27
0.1,4.03,5.74,1.71
0.34,-7.07,1.25,8.32
4.81,3.42,0.36,3.06
1.04,-5.23,6.18,11.41
-1.57,8.38,-0.94,9.32
-5.56,2.9,-6.31,9.209999999999999
-4.97,0.36,-3.35,3.71
8.24,-9.03,9.13,18.16
9.39,0.68,-1.6,2.2800000000000002
4.91,-9.65,-9.41,0.2400000000000002
2.7,0.64,-8.65,9.290000000000001
2.4,4.62,5.59,0.9699999999999998
7.28,5.74,6.58,0.8399999999999999
3.15,-5.18,9.95,15.129999999999999
-4.7,-7.13,5.87,13.0
-2.72,-1.36,-3.77,2.41
-8.01,-4.08,5.92,10.0
-4.12,9.26,-7.09,16.35
3.87,-8.72,4.05,12.77
9.92,-5.01,-7.99,2.9800000000000004
2.46,0.91,9.09,8.18
-3.04,3.13,8.66,5.53
2.29,2.89,-0.04,2.93
-6.03,9.2,7.0,2.1999999999999993
-6.21,-4.92,3.78,8.7
-0.08,-9.43,-7.11,2.3199999999999994
4.0,7.15,-3.97,11.120000000000001
3.38,5.23,2.93,2.3000000000000003
5.74,8.18,-5.18,13.36
-0.64,-2.01,-1.27,0.7399999999999998
-8.91,0.78,0.87,0.08999999999999997
-8.7,4.07,0.99,3.08
4.96,-7.21,-6.83,0.3799999999999999
5.0,-3.98,6.04,10.02
8.87,-9.04,1.54,10.579999999999998
-1.05,3.58,-7.16,10.74
5.59,0.54,6.81,6.27
-0.5,0.3,-7.68,7.9799999999999995
2.21,6.39,0.98,5.41
-3.93,8.73,-8.77,17.5
-2.25,2.64,6.3,3.6599999999999997
-9.48,6.42,0.56,5.859999999999999
-5.0,-3.4,-8.6,5.199999999999999
6.45,-2.75,7.12,9.870000000000001
-0.4,2.36,9.86,7.5
-7.11,2.95,9.68,6.7299999999999995
0.2,0.3,-1.89,2.19
5.61,2.83,3.89,1.06
4.85,-6.47,3.68,10.15
-4.27,0.43,-6.27,6.699999999999999
-8.72,0.02,9.13,9.110000000000001
-9.71,-3.27,4.65,7.92
8.45,-0.73,9.17,9.9
-5.77,6.99,-8.39,15.38
8.66,0.09,-4.95,5.04
8.38,-0.82,-6.25,5.43
3.09,-1.69,-6.3,4.609999999999999
4.57,5.23,3.14,2.0900000000000003
1.49,-2.76,-5.07,2.3100000000000005
3.35,-1.45,-5.14,3.6899999999999995
2.9,4.88,-8.93,13.809999999999999
4.98,-8.77,2.6,11.37
5.22,1.09,8.63,7.540000000000001
-2.12,-1.17,-5.76,4.59
6.29,3.11,-4.91,8.02
-7.82,-5.85,6.57,12.42
-2.39,-7.42,7.0,14.42
4.99,-5.67,5.75,11.42
6.1,5.96,5.11,0.8499999999999996
1.08,-7.9,-1.45,6.45
-8.02,-4.7,7.08,11.780000000000001
-9.79,-9.27,-4.42,4.85
-6.03,1.91,-0.07,1.98
-6.76,-5.28,5.19,10.47
-8.28,-6.61,2.33,8.940000000000001
-1.93,8.34,3.29,5.05
-7.36,-9.82,-6.0,3.8200000000000003
-3.28,1.19,9.33,8.14
-9.69,-7.07,-6.93,0.14000000000000057
0.6,9.09,-7.6,16.689999999999998
-2.26,0.95,-5.82,6.7700000000000005
7.34,-2.04,-9.71,7.670000000000001
3.25,-2.13,-1.71,0.41999999999999993
-0.21,0.06,7.81,7.75
7.32,1.24,-0.39,1.63
-6.05,6.14,-5.5,11.64
-4.47,6.25,-8.04,14.29
5.86,-5.16,8.46,13.620000000000001
8.08,5.29,1.74,3.55
-2.71,2.19,-6.57,8.76
-9.48,7.86,4.46,3.4000000000000004
-4.62,-8.79,5.09,13.879999999999999
1.58,-9.6,9.98,19.58
-5.31,0.09,-1.54,1.6300000000000001
8.06,4.41,-1.03,5.44
-8.87,-3.59,-7.31,3.7199999999999998
-5.29,-5.01,9.4,14.41
3.99,7.52,2.81,4.709999999999999
4.06,4.74,5.18,0.4399999999999995
9.16,9.41,3.82,5.59
-8.72,7.59,5.17,2.42
4.77,2.07,-4.88,6.949999999999999
-3.77,-2.63,9.98,12.61
3.01,0.06,4.83,4.7700000000000005
-9.76,-5.08,1.19,6.27
-7.64,1.11,-2.63,3.74
-6.23,8.31,-9.68,17.990000000000002
-1.46,4.6,-1.64,6.239999999999999
8.89,-1.7,-2.26,0.5599999999999998
7.38,-1.94,3.26,5.199999999999999
8.32,9.6,0.23,9.37
6.5,2.89,-9.12,12.01
-2.91,-4.44,-8.09,3.6499999999999995
-7.23,2.97,6.06,3.0899999999999994
-2.42,1.5,7.99,6.49
-3.27,-1.2,-0.23,0.97
4.71,4.12,-5.09,9.21
8.99,-4.76,-7.22,2.46
1.75,8.07,7.48,0.5899999999999999
1.52,-4.4,-9.6,5.199999999999999
5.11,-6.85,-7.38,0.5300000000000002
2.95,0.23,6.16,5.93
0.87,-7.71,-1.53,6.18
-6.5,-8.1,-4.43,3.67
7.31,5.56,4.71,0.8499999999999996
-2.87,-3.27,-7.92,4.65
7.88,9.37,-8.34,17.71
3.52,-6.84,7.55,14.39
4.34,0.24,9.88,9.64
-0.1,-0.21,9.37,9.58
8.76,-8.51,8.9,17.41
5.68,9.08,-3.33,12.41
-8.42,-8.67,-0.05,8.62
-9.22,-2.5,-7.78,5.28
1.29,0.77,0.94,0.16999999999999993
-4.19,6.17,-8.19,14.36
2.47,-4.29,1.81,6.1
0.14,-3.25,9.23,12.48
8.68,5.53,7.56,2.0299999999999994
5.53,-9.46,-3.72,5.74
8.08,-9.1,-0.76,8.34
-9.16,-0.66,-5.53,4.87
